Query,Output
"Identify the current sprint, list all tasks owned by me, and add them to the sprint","var_1 = who_am_i()
var_2 = get_sprint_id()
var_3 = works_list(owned_by=[var_1], type=[""task""])
var_4 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_2)
"
"Retrieve the sprint ID, then find and prioritize all issues related to Rev organization REV-321","var_1 = get_sprint_id()
var_2 = search_object_by_name(query=""REV-321"")
var_3 = works_list(type=[""issue""], ticket.rev_org=[var_2])
var_4 = prioritize_objects(objects=var_3)
"
List tasks created by user DEVU-456 and add them to sprint SPRINT-789,"var_1 = search_object_by_name(query=""DEVU-456"")
var_2 = works_list(type=[""task""], created_by=[var_1])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=""SPRINT-789"")
"
Add all new enhancement issues to the sprint for review,"var_1 = works_list(type=[""issue""], stage.name=[""new""], issue.priority=[""enhancement""])
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
Determine the work tickets associated with the 'beta-feature' and organize them by severity.,"var_1 = search_object_by_name(query=""beta-feature"")
var_2 = works_list(applies_to_part=[var_1], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
"
"Find work items for the ""beta-feature"" project and arrange them by priority","var_1 = search_object_by_name(query=""beta-feature"")
var_2 = works_list(applies_to_part=[var_1], type=[""issue"", ""ticket"", ""task""])
var_3 = prioritize_objects(objects=var_2)
"
Generate a list of P1 priority issues for user USER-XYZ and summarize the result,"var_1 = works_list(created_by=[""USER-XYZ""], issue.priority=[""p1""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
"Find issues for part PROD-432 that need a response, prioritize them, and get the sprint ID","var_1 = search_object_by_name(query=""PROD-432"")
var_2 = works_list(type=[""issue""], applies_to_part=[var_1], ticket.needs_response=True)
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
"
Find tickets needing response for REV-456 and add them to my sprint,"var_1 = search_object_by_name(query=""REV-456"")
var_2 = works_list(ticket.needs_response=True, ticket.rev_org=[var_1], type=[""ticket""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Generate a list of current sprint tasks and provide a summarized report,"var_1 = get_sprint_id()
var_2 = works_list(type=[""task""], stage.name=[""current sprint""])
var_3 = summarize_objects(objects=var_2)
"
"Identify tasks for ""EpsilonExpansion"" requiring response, summarize and add to my tasks","var_1 = search_object_by_name(query=""EpsilonExpansion"")
var_2 = works_list(type=[""task""], ticket.needs_response=True, ticket.rev_org=[var_1])
var_3 = summarize_objects(objects=var_2)
var_4 = who_am_i()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
Fetch work items for 'QA' stage under part TEST-789 and summarize,"var_1 = works_list(stage.name=[""QA""], applies_to_part=[""TEST-789""], type=[""issue"", ""ticket"", ""task""])
var_2 = summarize_objects(objects=var_1)
"
How do I reset my password for my email account?,#Unanswerable_Invalid_Query_Error
Return the work items assigned to developer Dev123 in the 'Development' stage and add them to my current sprint,"var_1 = search_object_by_name(query=""Dev123"")
var_2 = get_sprint_id()
var_3 = works_list(owned_by=[var_1], stage.name=[""Development""], type=[""issue"", ""ticket"", ""task""])
var_4 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_2)
"
"Find tickets with severity 'medium', summarize and identify similar work items for PROD-456","var_1 = search_object_by_name(query=""PROD-456"")
var_2 = works_list(ticket.severity=[""medium""], applies_to_part=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_similar_work_items(work_id=var_1)
"
Find tasks related to product component COMP-456 and list them in order of priority,"var_1 = search_object_by_name(query=""COMP-456"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
Add all my P2 tickets to the current sprint and prioritize them,"var_1 = who_am_i()
var_2 = works_list(issue.priority=[""p2""], owned_by=[var_1], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
List all the P2 issues assigned to me in the 'QA' stage and prioritize them for this week's focus,"var_1 = who_am_i()
var_2 = works_list(type=[""issue""], issue.priority=[""p2""], owned_by=[var_1], stage.name=[""QA""])
var_3 = prioritize_objects(objects=var_2)
"
Search for issues related to 'Database Optimization' and summarize the findings,"var_1 = search_object_by_name(query=""Database Optimization"")
var_2 = works_list(applies_to_part=[var_1], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
"Create tasks based on the discussion points from the latest project meeting ""M"" and assign them to the current sprint","var_1 = create_actionable_tasks_from_text(text=""M"")
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
Could there be a cosmic order that governs the unfolding of events in the universe?,#Unanswerable_Invalid_Query_Error
Summarize my tickets from the 'development' stage and prioritize them,"var_1 = who_am_i()
var_2 = works_list(stage.name=[""development""], owned_by=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
"
"Identify work items in ""QA"" phase for product ""PROD-456"" and prioritize them for the current sprint.","var_1 = search_object_by_name(query=""PROD-456"")
var_2 = works_list(applies_to_part=[var_1], stage.name=[""QA""], type=[""issue"", ""ticket"", ""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
Create tasks from project kickoff notes and add them to the team's sprint,"var_1 = create_actionable_tasks_from_text(text=""project kickoff notes"")
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
"Find and summarize work items for component ""UIX-987"" with priority P2","var_1 = search_object_by_name(query=""UIX-987"")
var_2 = works_list(applies_to_part=[var_1], issue.priority=[""p2""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
Summarize the issues related to REV-456 and filter for P2 priority,"var_1 = works_list(issue.rev_orgs=[""REV-456""], issue.priority=[""p2""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
"Find similar work items to ""TASK-789"", summarize the findings, and prioritize for this week's focus","var_1 = get_similar_work_items(work_id=""TASK-789"")
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
Prioritize tickets that need a response and are associated with Rev organization REV-789,"var_1 = works_list(ticket.needs_response=True, ticket.rev_org=[""REV-789""], type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
"
Add all P1 tasks currently in the design phase to the sprint sprint_id: SPRINT-789,"var_1 = works_list(type=[""task""], stage.name=[""design""], issue.priority=[""p1""])
var_2 = add_work_items_to_sprint(work_ids=var_1, sprint_id=""SPRINT-789"")
"
"Retrieve my tasks related to CAPL-456, identify issues that need a response, and get their summary","var_1 = who_am_i()
var_2 = search_object_by_name(query=""CAPL-456"")
var_3 = works_list(owned_by=[var_1], applies_to_part=[var_2], ticket.needs_response=True, type=[""issue""])
var_4 = summarize_objects(objects=var_3)
"
"For the customer named 'AcmeCorp', list all the pending tickets and then rank them based on severity","var_1 = search_object_by_name(query=""AcmeCorp"")
var_2 = works_list(ticket.rev_org=[var_1], ticket.needs_response=True, type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
"
" Locate and summarize tickets from the PHONE source channel with severity high, limiting the results to 40.","var_1 = works_list(ticket.source_channel=[""PHONE""], ticket.severity=[""high""], type=[""ticket""], limit=40)
var_2 = summarize_objects(objects=var_1)
"
"List all tasks created by user USER-XYZ, prioritize them, and add them to the sprint with ID SPRINT-789.","var_1 = works_list(created_by=[""USER-XYZ""], type=[""task""])
var_2 = prioritize_objects(objects=var_1)
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=""SPRINT-789"")
"
Prioritize and add to sprint all tasks related to CAPL-789 with medium severity,"var_1 = search_object_by_name(query=""CAPL-789"")
var_2 = works_list(applies_to_part=[var_1], ticket.severity=[""medium""], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
Add all issues from Rev organization REV-999 to the current sprint,"var_1 = works_list(issue.rev_orgs=[""REV-999""], type=[""issue""])
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
"Generate a list of all P2 tickets, summarize them, and then prioritize them by severity","var_1 = works_list(issue.priority=[""p2""], type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
What if death is not an end but a transition to another form of existence?,#Unanswerable_Invalid_Query_Error
Summarize the work items created by user Alpha123 within the CAPL-123 part,"var_1 = search_object_by_name(query=""CAPL-123"")
var_2 = works_list(created_by=[""Alpha123""], applies_to_part=[var_1], type=[""issue"", ""ticket"", ""task""])
var_3 = summarize_objects(objects=var_2)
"
Extract and summarize actionable tasks from meeting notes M for project X,"var_1 = create_actionable_tasks_from_text(text=""meeting notes M for project X"")
var_2 = summarize_objects(objects=var_1)
"
"Summarize all tickets that need a response from the CUSTOMER_SERVICE team and add them to the current sprint, limiting the number of work items to 15.","var_1 = works_list(ticket.needs_response=True, owned_by=[""CUSTOMER_SERVICE""], limit=15, type=[""ticket""])
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
"Find tickets needing response and from REV-ORG-456, then summarize them","var_1 = search_object_by_name(query=""REV-ORG-456"")
var_2 = works_list(type=[""ticket""], ticket.needs_response=True, ticket.rev_org=[var_1])
var_3 = summarize_objects(objects=var_2)
"
Find and summarize all tasks related to the engineering department.,"var_1 = search_object_by_name(query=""engineering department"")
var_2 = works_list(ticket.rev_org=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
"Find all tasks related to the ""AwesomeFeature"" and identify the most urgent ones","var_1 = search_object_by_name(query=""AwesomeFeature"")
var_2 = works_list(type=[""task""], applies_to_part=[var_1])
var_3 = prioritize_objects(objects=var_2)
"
"Summarize and prioritize issues with priority P1 from the QA team, limiting the results to 25.","var_1 = search_object_by_name(query=""QA team"")
var_2 = works_list(issue.priority=[""p1""], created_by=[var_1], limit=25, type=[""issue""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Summarize all my completed tasks from the last month.,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], stage.name=[""completed""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
List and prioritize my tickets that need a response,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.needs_response=True, type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
"
Summarize my tickets related to part CAPL-123 that require my response,"var_1 = search_object_by_name(query=""CAPL-123"")
var_2 = who_am_i()
var_3 = works_list(owned_by=[var_2], applies_to_part=[var_1], ticket.needs_response=True, type=[""ticket""])
var_4 = summarize_objects(objects=var_3)
"
"Identify the current user, list their owned work items with 'blocker' severity, and summarize for review","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.severity=[""blocker""])
var_3 = summarize_objects(objects=var_2)
"
Add my tickets marked as 'blocker' to the current sprint,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.severity=[""blocker""], type=[""ticket""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Retrieve and summarize p3 priority issues from Rev organization REV-TECH,"var_1 = works_list(issue.priority=[""p3""], issue.rev_orgs=[""REV-TECH""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
Find issues assigned to me with high priority and summarize them.,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], issue.priority=[""high""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
"Retrieve my tasks, prioritize them, and summarize for a quick review","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
create actionable tasks from summarized tasks of issue 'REV-789',"var_1 = get_similar_work_items(work_id=""REV-789"")
var_2 = summarize_objects(objects=var_1)
var_3 = create_actionable_tasks_from_text(text=var_2)
"
"Find work items for component X, prioritize them, and get current sprint ID","var_1 = search_object_by_name(query=""component X"")
var_2 = works_list(applies_to_part=[var_1], type=[""issue"", ""ticket"", ""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
"
Prioritize and summarize all P2 issues under the PRODUCT rev organization with a limit of 20 work items.,"var_1 = works_list(issue.rev_orgs=[""PRODUCT""], issue.priority=[""p2""], type=[""issue""], limit=20)
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
Locate the sprint ID and add all my P1 tickets to the sprint,"var_1 = who_am_i()
var_2 = works_list(issue.priority=[""p1""], owned_by=[var_1], type=[""ticket""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
